text,label
"Does not challenge puppy at all, but fun way to feed him",2
"Different, but good.",4
My favorite snack,5
Senseo Kona Blend Coffee Pods...,5
Amazing if you are wheat dairy and nut free!,5
"Canadian who loves Cheezies, but shocked at the high price!",1
delicious,4
I'll buy it again...,3
Excellent low-fat peanut-butter powder.,5
Mush right out of can,1
My Pekingese pups love this!,5
My kids loved this juice!,4
THIS IS NOT A K CUP,1
Plastic can crack from a strong  chewer,2
You almost get used to it after a while.,2
used by date is too soon.,3
Not very tasty,2
Review of Bubble Gum Cigars,3
MONOSODIUM GLUTAMATE,1
Good as I expected,5
A good deal?,2
Pleasant,3
Lipton Tea Bags,5
He liked it and so did I until...the next shipment was scheduled,3
delicious tea,5
Crab meat layer thin as veneer,2
Expiration Date,1
Good gum with out all the junk.,4
"Good coffee, but minus a point for lack of instructions.",4
ok not great,3
Very good snack!!,5
Excellent but pricey,4
Poor delivery,1
Somewhat disappointed,3
Flavor-Lessly Light Coffee,1
I didn't know they would be so small!,2
Best gluten-free item out there!,5
Ever Increasing Price?,3
Wanna drink vanilla baby formula? Then this is for you....,2
"Unique flavors,  mediocre taste",3
Best Thing On The Trail,5
great,5
DELICIOUS!,4
Kids loved them.,4
Well. Wasn't very flavorful on its own.,2
Euromild is Truly Mild,4
"Big, but not very pleasant tasting.",3
Not Earth's Best,1
overpriced,3
Horrible! Nestl&eacute; is better by far!,1
Read the ingredients,1
secret weapon,5
Waste of Money,2
wonderful,5
Barely passable,2
Not the best,2
"rather nice, but you may want to try it before buying a whole carton",3
A Good Tasting Stick,5
Great with milk or mixed into a yogurt,4
Chinese Mrs May Trio Bars,1
Not Fresh - Made me think twice about buying bulk.,2
A Basic Conditioner,3
"My cats loved this, however, beware",1
"Not too sticky, great for long runs!",5
Spearmint gum,2
"A Mixed bag, so to speak",3
Really good treats for training,4
Argentina's Bonarda varietal grape (2008),4
Kind of tough to chew!,3
They won't go near it,1
Caribou coffee,3
I does work...,5
reliable crystl light quality,4
coffee,1
A pate food that my picky cats like,4
Grind Is Too Fine,2
Iced coffee,4
Sorry no good,1
My Dog loves this,5
At least it mixes!,3
Protein chips = bleech,1
Good,4
REALLY GOOD!,5
not that decaffeinated,3
It taste sour more than anything...,2
Better than Soda but NOT Better for you.,3
no response from vendor!,1
Tasty but a little TOO tasty,3
brown and small,2
Lackluster Italian pasta gift basket for an exorbitant price,2
almost flavor less,1
I like them.,4
"low-fat, no sugar granola",4
Delicious!!!,5
No to Raw Revolution,1
True peppermint,4
My dog loves this food ... too much!,4
Coconut oil,5
Red Star & SAF are better,2
"Nice sweet taste, but aloe bits are disconcerting",3
Horrible,1
Didn't work at all.,1
Great Value!,4
Read Stash Labels carefully.,1
Dogs love this,5
"It looks good, but is it good for the cats?",3
maybe it's ONLY my Dog,2
Better than most canned food but still BAD,2
coconut water instant natural mix,2
Better than i thought they would be!,4
"good -- if you like mellow, flavored coffee",4
Awful product,1
Don't Buy the Plain Strawberry!,1
Yuck!,2
Beeautiful,5
Tastes like what I imagine food in hell would taste like!,1
Crammed full of Sugar - 29g per can!,1
did not taste like the one we bought in Costco,2
Reliable tea,4
"Great Concept, Handy and Portable but Very Sweet",3
Buy It While You Can,5
Stale Stale Stale!!,2
received wrong item twice,1
All popcorn is not the same,2
BabyMama,1
Not as tasty as I wanted,3
Yummy!,5
"Good, if not spectacular",3
Magnum Colombia Supremo Coffee Bean,3
Really Does Keep You Regular,5
disappointed,2
"Filler food is empty, leaves your cat always needing more",1
love banana nut,3
Jet Fuel,1
Non-liver fans in my house!,3
Very good,4
I love this stuff,5
NOT magnesium + calcium,3
Air Dried Venison Formula-Dogs Like It,4
zukes mini treats,5
Another great caffeine free alternative,4
tasty with unique flavors,4
A must for vegans,4
"Stevia sweetened?? Not really, don't be deceived.",1
Awful! No taste whatsoever,1
"It looks good, but is it good for the cats?",3
"perfect for travel, but...",3
Not for me,2
Save your money!,1
Good but found it cheaper,5
Paws Up for these Pricey Treats!,4
"Tastes good, contains glue",3
Buffalo Bills 3.5 oz teriyaki Western Cut Resealable Beef Jerky Pack,5
Decaf  White Russian Coffee,3
The Best,5
They stopped working...,3
Interesting new taste,4
New formula,1
BEWARE--contains undeclared soy,2
A favorite!,5
Himalayan Crystal Salt - 1 lb.,4
Eh,2
Too weak,1
Product quality and packaging not worth exorbitant increase in price.,2
Too bland,3
SMALL!! NOTE MINI BEFORE YOU ORDER.,3
One of the worst antiperspirants I've tried,1
Love It!,5
k-cup,2
Best Spaghetti I know of that's gluten free,5
dont buy from this company,1
These are good,5
Learn How to do Math,3
good for health,3
No flavor filler,3
NOT odor free,2
In pieces...,2
"Good flavor, not hot",4
Substantial Yummy Breakfast- a little dry,4
"Oily, much!",2
Very good tea but light on the ginger,4
"rich, warm, wonderful",5
watch out...,2
Perfect as an occasional supplement!,4
A No Brainer,4
Be Careful!,1
excellent taste,5
Garbage - this will make your cat sick!,2
The only hor chocolate that actually has milk!,5
Great bones,5
Hot Stuff but mostly salt,3
Very bitter....,2
Best Pretzels,5
I threw them away,1
It's office hot cocoa - but add milk and it's halfway decent,3
Cheaper at Wal-Mart,2
"Yummy coffee, not a fan of coffee grinds though!!",2
"Great stuff, but...",4
Satisfied Taster,4
No discernible smoke flavor,1
High Glycemic,2
Tough plant to grow,2
unimpressed by flimsy chips,3
Doggie Chews!,4
Peculiar spiciness,2
They have to be refrigerated???,2
"Great product, but not for smart dogs!",3
not as good as Cafe Escapes,2
be aware: they downgraded when they changed packaging :(,2
Excessive $,5
The bags were damaged with holes and stains.,1
Caf&eacute; Okay,4
creamy,5
Defective,1
mixed thoughts,4
"Great Seller, Shipping & Price.  Don't like Cytomax",2
Item was returned.  And no communication from Amazon - very strange.,1
Extremely high quality cat food at affordable price,5
Not their best!,2
Make sure you LOVE coconut before you buy,4
Not As Advertised,1
not that good.,3
"Finally, the perfect snack!",5
Very nice low acid coffee,5
good training treats,4
Always great!,5
Awesome,5
Shipped great,4
Bleached,3
"Hot ""Chocolate""?",2
Not 100% erythritol,2
this is one nasty product,1
Yikes! A little too much ginger!,2
Smells like mint tastes like a poor quality green tea,2
Smells like the plastic bottle it's packaged in,2
Sandy Clams,1
The Best in Store-Bought Taffy,5
my dog loves them,5
Versatile and Yummy!,5
Nice lotion but does nothing for my circles,2
What's not to like?,4
hated them,1
My Dog Vomited them All Up,1
surgar free surprise,2
Yum-O!,5
My dog ate it and got sick,1
Not much of a Variety,1
Nice for a late night cup,4
Dry and hard,2
great,5
Tasty,4
Finally...Irish food!,4
not quite ideal,4
10%!?,1
"Yowsers, high fat but it is tasty",3
Yum!,4
My dog wouldn't touch this,1
"tiny popcorn, lots of hulls",2
Wrong photo,2
Old and Stale,1
Health but I've had better,3
Still really the Toro brand?,2
Screw you Cholesterol!,5
Decaffinated Tulsi Tea Priced Way Too High,1
Blue Dog Treats,5
Minty Chocolate Ice-Cream,3
Medium- to low-quality white tea,2
Tofu Spaghetti,2
Frosted Flakes with nuts,3
Haven't recieved in a month!,2
"Good product, poor quanitity.",3
Pricey but nice,4
Didn't say anywhere it was coconut favored!,3
OATMEAL and Lamb,1
"Parents loved it, but not the best value.",3
Made in China,1
Plastic in the food!,1
Tasty Beans!,5
Not as good as they use to be ;o(,2
"Great macadamias, if they are fresh - ""best buy"" dates would help!",4
smooth pleasant taste,4
"Not bad at all, just not my favorite",4
Excellent Product without Chemicals,5
Not so good,2
"Good Taste, Poor ""Mouthfeel""",3
Veterinary approved for dogs. Still mixed about cats...,3
Bold and not to sweet....,5
disappointed,1
It's Ok. Best I Have Found So Far,3
Pretty good,4
Note these are Minis,4
Completely misleading,1
It's just OK,3
yuck,1
Celestrial Black Tea Pods,2
Ginger has a bit of bite,3
Yuck!!,1
Amazing Chocolate Bar. Period.,5
French Roast K-cup coffee,4
Not all organic is the same!,3
Good if your dog chews slowly but kind of expensive per treat,3
"good flavor and texture, but not sure I'd buy it",3
another gimmick,2
okay but not as healthy as it appears,2
Awful,1
Six dollars and thirty-tree cents...,2
Very good tea,5
Doesn't work as advertised,1
BAD,1
great coffee sampler,4
Deliciously Strawberry!,5
"Aesthetically pleasing, but unpleasantly candied.",3
Good coffee with one BIG flaw!,2
What has happened to Oberto beef thin style beef jerky,2
Cooler than Koolaid,4
Great stuff!,5
foul odor,1
Overpriced! Not what you are expecting.,2
Disappointing Assortment,3
OK taste but surprise on last pack of white fuzzy,2
My favorite energy bar,5
bad value,1
crispy thins,1
Spicier than 7-11's Pumpkin Latte,2
Great Snowcone Syrup,5
Good...just not that good.,4
Sweet memories,5
So-So.,3
"Best sugar substitute, great for baking and canning",4
Weak,2
French Roast - Community Coffee,5
I love this oil!!!!,5
No wonder they don't list the Sodium level!,1
Good but not great,4
Not quite like what I grew up with!!!,2
Keeps me regular!,5
"Does Little Debbie offer Rice Crispie Treats? If not, then this is the best product she's dished out!",3
CASA FIESTA GUACAMOLE SEASONING,5
Not for everyday use....,3
Would not buy again,1
Deceptive Packaging - One is not like the others.,3
Not  Very Creamy or Chivey...,2
doesn't get easier than this,4
Another dud,2
A little too small for even my Shih Tzu & Pekinese,4
Rainbow Mentos saved my life!,5
Pond water would taste better..,1
"Does the benefit of Fiber outweigh BHT, hydrogenated oils, and sugar?",3
m&m candy dispenser,1
High Fructose Corn Syrup,2
"Good everyday olive oil, better than supermarket brands",4
Crunchy light and tasty,5
Too Weak,2
Splenda in every flavor...tastes horrible,1
Love These,5
Don't buy,1
product is fine- packaging is problematic,4
Very good seasonal coffee,4
Tastes like plastic.,1
Creamy!,5
Best vegan organic canned healthy chili... and there aren't many good ones...,4
Tahitian lime olive oil,5
The coffee that speaks back,5
Awesome Jerky,5
A Wonderful Salty Snack,5
Too weak,3
Tastes like a jolly rancher soda!,4
High fiber isn't necessarily a good thing!,2
Greasy mess,1
Doggy delight,5
"Great Concept, But Where Are the Directions?",3
Crystal light on the go,4
"OK, but not as good as Splenda or stevia",3
My cat's favorite canned food no more,2
Lickety Stik,3
Great Taste,5
"Decent taste, cheap meat",2
"Gentle, but my cats dont like it like the dry version",3
Tea Tastes Like Perfume,1
Nothing else like it!,5
crumbles yet tasty,4
Yuck!  Cough syrup medicinal taste,1
Check on side effects before purchase,1
yummy,5
Best tea quality I have found online for the price,4
crunchy & delicious!,4
This Purchase Was a Mistake,1
What Happened?,1
Crunchy as the name says!,4
Yummy,4
Noodles too chunky.,1
Contains Nutrisweet!,1
not recommended,2
Good for a quick bite or to keep at the office....,4
GREAT COFFEE,5
Real Puffed Rice!,5
Earth's Best is the BEST,5
Tastes OK. Not healthy though,3
My Favorite,5
Beware...this stuff is OVER RATED!!!,2
damaged goods?,2
"Easy but is missing ""oomph""",3
Chuck,5
Pretty good medium roast flavor.,5
Mrs. Fields' Jumbo Individually Wrapped Chocolate Chip Cookies,1
Not the best in the World,3
Price makes the tea,4
"Easy, real ""fast"" food -- but beaten by FOUR CHEESE!!",4
good stuff,3
Just didn't work,2
"I'm a Slim Jim fan, but......",3
"Filler food is empty, leaves your cat always needing more",1
WONDERFUL!,5
Tea for three?,5
Not What I Expected,2
A SUPER HEALTHY VERSATILE FOOD,5
Nice flavor,4
Yum yum,5
What the Dogs Choose,5
i'm still looking for the perfect bottle,3
Meh,3
Can I give it 10 STARS?,5
Very good option for soup,5
Too hard to eat!,1
Better than the regular Barilla pasta bowls,4
Good for you but...,3
"It's ""okay""",3
Smooth but not too rich.,3
Gross. Just gross.,1
Tastes like licking a charred raspberry,1
Fenugreek tea,2
Good stuff,5
"Updated: 2nd Order was awful, I'ma so sad, it make me cry",1
Disappointed,1
Dogs Love these,5
mhmhm,5
Good tasting tea,4
Disapointed,2
The upside: It's lightweight. The downside: It's lightweight...,2
Why is so hard to find good nuts,1
my favorite,5
Good if you are a bar owner...,3
Good Kona coffee,4
TURNS TO MUSH IN LESS THAN A MINUTE,2
Not what I expected....,2
Very Disappointed,1
"Great concept... poor flavor, texture, etc.",1
it's ok I guess,2
Way too weak for my tastes,2
Very good!,5
Great taste but some drawbacks,3
Do you really call it White mocha,2
Not a good value and weak in strength.,1
love favor wish i could find,3
Great taste with so-so texture,4
Tasty With A Great Aroma,4
Not Pulpy Enough,2
"Great product, but don't buy it here",5
"Eh, they're all right",3
Hit and miss,3
Smashed.,2
This is delicious!!!!,5
Fail,2
Difficult to work with,1
Crumbly goodness,4
Wolf Size??,3
Smooth Transaction,5
Tasted great! Everything broken,3
Regular tortilla chips.  Not flavorful.,3
"Not too bad, not that good -",3
Packs a Great Punch,5
Great for Starbucks Lovers,4
The New Juice,3
Good snack,4
No seconds,2
Flavored cofffee?,1
For garlic lovers,3
Gross. Just gross.,1
Strong artificial rum flavor,3
Coffee Filters,1
poor quality beef jerky,1
The Glucose In KIND Products Is Corn Syrup,2
Love it!,5
A fizzy hydrating drink,3
Salted = Understatement,3
Okay Crackers,3
Gag a Maggot,1
Weak flavor,3
I devour these food morsels!,4
"Looks good, tastes bad",1
"Good idea, but not for finicky cats.",2
SOOOOOOOO GOOD!!!,5
Best water on market,5
It tastes fantastic,4
I like Kind bars but not this flavor,2
Senseo coffee pods,5
"Marley Coffee, One Love Organic",4
Crunchy,3
Tasty,4
Yum!,5
Soft and Chewy,5
Yum!,5
Desert Rose,4
outside critters are eating it,4
Too sweet,3
"I love extra bold, but not this one!",2
Value Box?,3
mild,4
These will be habit forming!,5
An unfortunate purchase,2
Cookie chips were not very tasty,2
These are just gross!,1
What's With the Weird Sensation Seconds After Sipping?,2
Soooo disappointed,1
Great price & delicious!,5
Read the fine print,4
Bad Coffee,2
Yuck,2
Bitter tasting,1
"Too thin, too short, too bad.",1
Rainforest Extra Bold Espresso K-Cups,5
Quiet container good for sneaking food,5
Bad taste!,1
this one was a disappointment  for me,2
Very nice,5
not so great,2
All cans badly dented crushed,2
Update: She got her first hairball,3
doesnot taste like honey,1
It's not my sort of candy,2
pH barely 8.,1
Roland: Excellent cocktail onions,5
good tea,4
Great product!!!,5
Great Bargain,5
Repulsive,2
"Starts like a candle, ends like a flavoring for my excess of sugar and milk",3
Caffe D'Vita Amaretto Cappuccino,3
watermelon jolly rancher orders,5
Salty,3
Colorless Burgers,1
Yumilicious low carb treat!,5
Non existent customer service,1
Okay,3
"Strong coffee, but",1
Don't Buy,1
Gross,1
My family doesn't like it,2
"Average, affordable dog food",3
Damaged goods,3
"Bold for Green Mountain, but not BOLD",3
These treats not fit for a DOG,1
Great for your health,5
Smoker Cooking,4
In love with coconut water!,5
Great tasting but many are broken,4
Perfect size but smells less than perfect,4
Picky eater,4
MMmmm!,5
Cost effective and fresh,1
Worst popcorn I have had,2
BUGS!?,1
3/4 FULL,2
Clove flavor?,4
No longer drinkable,1
Senna Leaf tea,4
Nothing new or notable,1
Treat Yourself,5
These don't really resemble chocolate chip cookies,1
Not sure this is filling any cereal void for me.,4
Nice source of nutrition,4
Bleh,1
Tasty snack,4
Ambrosia 16-Ounce Bottles,3
Not sweet enough.,3
Old Yucky spices,1
delicious.,5
Nothing quite like the French Roast,4
I give it a C+ after thorough exam,3
Dogs Love The Taste,4
These are my absolute favorite!!!!,5
Good alternative to soy-based vegan protein powders,3
Reformulated version much worse than before,2
BUYER BEWARE!!!,2
Top Quality Dried Peas,5
The perfect size for a side veggie,5
Bit Too Dry,3
"Good taste, good value",4
Flavorful Peach Tea,4
Yum: Gluten & Soy Free!,5
